,Pais_x,Poblacion,total_gdp_million,ECI,a√±o_x,Ecuador
395,Dominican Republic,10647244.0,79997.97562,-0.2164991268,2017,1
396,Dominican Republic,10765531.0,85555.37804,-0.2255355979,2018,1
397,Dominican Republic,10881882.0,88941.29973,-0.1167595195,2019,1
398,Dominican Republic,10030882.0,60681.5372,-0.277446527,2012,1
399,Ecuador,15483883.0,87924.544,-0.582949129,2012,1
400,Ecuador,15722989.0,95129.659,-0.6320514431,2013,1
401,Ecuador,15957994.0,101726.331,-0.6169353785,2014,1
402,Ecuador,16195902.0,99290.381,-0.7707966391,2015,1
403,Ecuador,17343740.0,108108.009,-0.9126744618,2019,1
404,Ecuador,16696944.0,104295.862,-0.9443635852,2017,1
405,Ecuador,17015672.0,107562.008,-0.8304268176,2018,1
406,Ecuador,15237728.0,79276.664,-0.6831628031,2011,1
407,Ecuador,16439585.0,99937.696,-0.9996336175,2016,1
408,Ecuador,14989585.0,69555.367,-0.808797782,2010,1
409,Ecuador,17588595.0,99291.124,-0.9819097494,2020,1
410,Ecuador,14496797.0,61762.635,-0.8068015759,2008,1
411,Ecuador,12626507.0,18327.76488,-0.7570650416,2000,1
412,Ecuador,12845521.0,24468.324,-0.7656431909,2001,1
413,Ecuador,13070609.0,28548.945,-0.8969332768,2002,1
414,Ecuador,13301184.0,32432.858,-0.9470492569,2003,1
415,Ecuador,14742766.0,62519.686,-0.9396419545,2009,1
416,Ecuador,13770012.0,41507.085,-0.9887083224,2005,1
417,Ecuador,14009061.0,46802.044,-0.8991520454,2006,1
418,Ecuador,14251835.0,51007.777,-0.6775804267,2007,1
419,Ecuador,13534593.0,36591.661,-1.0027753933,2004,1
420,El Salvador,6292731.0,24563.02,-0.1491689851,2020,1
421,El Salvador,6209526.0,22593.47,-0.1924099357,2014,1
422,El Salvador,6280217.0,26881.14,-0.0590481564,2019,1
423,El Salvador,6276342.0,26020.85,-0.1078713131,2018,1
424,El Salvador,6266654.0,24979.19,-0.0857152128,2017,1
425,El Salvador,6250510.0,24191.43,-0.2582539233,2016,1
426,El Salvador,6231066.0,23438.24,-0.2295335587,2015,1
427,El Salvador,6185642.0,21990.96,-0.2542257212,2013,1
428,El Salvador,6035655.0,13724.8109,-0.4433232664,2004,1
429,El Salvador,6137349.0,20283.78,-0.3493180494,2011,1
430,El Salvador,6114034.0,18447.92,-0.3696930642,2010,1
431,El Salvador,6091188.0,17601.62,-0.3351898872,2009,1
432,El Salvador,6068099.0,17986.89,-0.2869299603,2008,1
433,El Salvador,6044131.0,17011.75,-0.2958333964,2007,1
434,El Salvador,6034436.0,15999.89,-0.405903244,2006,1
435,El Salvador,6037817.0,14698.0,-0.4433944971,2005,1
436,El Salvador,5988095.0,12282.5336,-0.3685219765,2001,1
437,El Salvador,6161289.0,21386.15,-0.3456865235,2012,1
438,El Salvador,5958482.0,11784.9277,-0.2816644662,2000,1
439,El Salvador,6011275.0,12664.1903,-0.4228082528,2002,1
440,El Salvador,6026849.0,13243.8922,-0.5165772323,2003,1
441,Finland,5213014.0,171652.4583,1.6784205876,2003,0
442,Finland,5228172.0,197479.444,1.7301143909,2004,0
443,Finland,5200598.0,140404.4602,1.6717105079,2002,0
444,Finland,5288720.0,256378.0678,1.6269186682,2007,0
445,Finland,5176209.0,126019.5434,1.586676964,2000,0
446,Finland,5246096.0,204885.4947,1.7488422439,2005,0
447,Finland,5529543.0,271891.7884,1.4842227595,2020,0
448,Finland,5188008.0,129533.1073,1.6560223708,2001,0
449,Finland,5266268.0,217089.2698,1.6954983364,2006,0
450,Finland,5521606.0,268514.917,1.4653696903,2019,0
451,Finland,5508214.0,255647.9799,1.4830269873,2017,0
452,Finland,5313399.0,285716.3111,1.584419689,2008,0
453,Finland,5495303.0,240771.3513,1.5047967448,2016,0
454,Finland,5479531.0,234534.3824,1.5399406997,2015,0
455,Finland,5461512.0,274862.8268,1.545147895,2014,0
456,Finland,5515525.0,275708.0018,1.4733954649,2018,0
457,Finland,5413971.0,258290.0602,1.5612930428,2012,0
458,Finland,5388272.0,275604.3562,1.6114378623,2011,0
459,Finland,5363352.0,249424.3108,1.6019167945,2010,0
460,Finland,5338871.0,253497.5208,1.6536907015,2009,0
461,Finland,5438972.0,271362.4059,1.5744209537,2013,0
462,France,65345233.0,2865157.542,1.4492876148,2011,0
463,France,67158348.0,2790956.879,1.3705063124,2018,0
464,France,66918020.0,2595151.045,1.3871477131,2017,0
465,France,66724104.0,2472964.345,1.3951013068,2016,0
466,France,66548272.0,2439188.643,1.3956957014,2015,0
467,France,66312067.0,2855964.489,1.3827872126,2014,0
468,France,66002289.0,2811876.903,1.4491659012,2013,0
469,France,65662240.0,2683671.717,1.456942742,2012,0
470,France,67571107.0,2639008.702,1.35268049,2020,0
471,France,63188395.0,2196945.232,1.4741683894,2005,0
472,France,64710879.0,2700887.367,1.407981479,2009,0
473,France,64379696.0,2930303.781,1.3884052465,2008,0
474,France,64021737.0,2660591.246,1.3675666749,2007,0
475,France,63628261.0,2320536.221,1.4021893432,2006,0
476,France,62716306.0,2119633.182,1.5147387334,2004,0
477,France,62256970.0,1844544.792,1.5143679088,2003,0
478,France,61816234.0,1501409.383,1.4617341745,2002,0
479,France,61367388.0,1377657.339,1.4408718307,2001,0
480,France,60921384.0,1365639.661,1.3777824398,2000,0
481,France,65030575.0,2645187.882,1.4170777319,2010,0
482,France,67388001.0,2728870.247,1.3520712569,2019,0
483,Gabon,1272935.0,5080.483464,-1.0697834957,2000,1
484,Gabon,2292573.0,15314.57717,-1.375684621,2020,1
485,Gabon,2242785.0,16874.40546,-1.5061920435,2019,1
486,Gabon,1458353.0,9582.783318,-1.7094665709,2005,1
487,Gabon,1306590.0,5023.265365,-1.3787322103,2001,1
488,Gabon,1341696.0,5335.451308,-1.612419542,2002,1
489,Gabon,1378398.0,6511.903657,-1.4917294767,2003,1
490,Gabon,1417110.0,7770.21948,-1.5966648028,2004,1
491,Gabon,1502534.0,10327.5988,-1.7004945737,2006,1
492,Gabon,1549774.0,12455.41006,-2.0425206939,2007,1
493,Gabon,1599978.0,15571.34978,-1.7053380324,2008,1
494,Gabon,1711105.0,14372.59192,-1.8769264258,2010,1
495,Gabon,1653542.0,12113.69966,-1.9460204264,2009,1
496,Gabon,1836705.0,17170.46529,-1.7332176626,2012,1
497,Gabon,1902226.0,17595.74565,-1.7856735156,2013,1
498,Gabon,1966855.0,18203.968,-1.8347719064,2014,1
499,Gabon,2028517.0,14383.10771,-1.3465585628,2015,1
500,Gabon,2086206.0,14023.89062,-1.9024536953,2016,1
501,Gabon,2140215.0,14929.48877,-1.7088499216,2017,1
502,Gabon,2192012.0,16867.32639,-1.5231355982,2018,1
503,Gabon,1772500.0,18210.30875,-1.9756330735,2011,1
504,Germany,82211508.0,1947981.991,1.7475841271,2000,0
505,Germany,83160871.0,3889668.895,1.8848835659,2020,0
506,Germany,83092962.0,3888226.036,1.8890738864,2019,0
507,Germany,82905782.0,3974443.355,1.8857450754,2018,0
508,Germany,82657002.0,3690849.153,1.9062713714,2017,0
509,Germany,82348669.0,3469853.464,1.9151969744,2016,0
510,Germany,81686611.0,3357585.719,1.8851580371,2015,0
511,Germany,80982500.0,3889093.051,1.8334994013,2014,0
512,Germany,80425823.0,3527143.189,1.9127686504,2012,0
513,Germany,80274983.0,3749314.991,1.8996395996,2011,0
514,Germany,80645605.0,3733804.65,1.8990780659,2013,0
515,Germany,81902307.0,3411261.213,1.8832228064,2009,0
516,Germany,81776930.0,3399667.82,1.8539387409,2010,0
517,Germany,82488495.0,2078484.517,1.8927571288,2002,0
518,Germany,82534176.0,2501640.388,1.9278631785,2003,0
519,Germany,82516260.0,2814353.869,1.9783918077,2004,0
520,Germany,82349925.0,1945790.974,1.8318876413,2001,0
521,Germany,82376451.0,2994703.642,1.8862197642,2006,0
522,Germany,82266372.0,3425578.383,1.8157962237,2007,0
523,Germany,82110097.0,3745264.094,1.8512692438,2008,0
524,Germany,82469422.0,2846864.211,1.9533764061,2005,0
525,Ghana,26858762.0,41270.95474,-1.0035980761,2012,1
526,Ghana,22496951.0,10744.67521,-1.1508040714,2005,1
527,Ghana,23098586.0,20440.89302,-1.3566904169,2006,1
528,Ghana,23708320.0,24827.84495,-1.1759129336,2007,1
529,Ghana,24326087.0,28678.70189,-1.1037450045,2008,1
530,Ghana,24950762.0,26048.10819,-1.2881736178,2009,1
531,Ghana,21906444.0,8881.368538,-1.2358824652,2004,1
532,Ghana,25574719.0,32197.2728,-1.2051176907,2010,1
533,Ghana,26205941.0,39337.31481,-1.0362321749,2011,1
534,Ghana,27525597.0,62823.04371,-0.9257245263,2013,1
535,Ghana,30870641.0,67299.28068,-1.3035165199,2018,1
536,Ghana,28870939.0,49406.56843,-0.9028559896,2015,1
537,Ghana,29554303.0,56165.1729,-0.9793795625,2016,1
538,Ghana,30222262.0,60406.3829,-1.0767757652,2017,1
539,Ghana,31522290.0,68337.53782,-1.3198422093,2019,1
540,Ghana,32180401.0,70043.19981,-1.2923209536,2020,1
541,Ghana,20195577.0,5314.909954,-1.2324287572,2001,1
542,Ghana,19665502.0,4983.024408,-1.3545311222,2000,1
543,Ghana,21329514.0,7632.406553,-1.3484383309,2003,1
544,Ghana,28196358.0,54782.84775,-0.9609362652,2014,1
545,Ghana,20758326.0,6166.330136,-1.4232662769,2002,1
546,Greece,10928070.0,202370.1402,0.2351321934,2003,0
547,Greece,10698599.0,188925.9959,0.2555522905,2020,0
548,Greece,10721582.0,205257.0149,0.2602642827,2019,0
549,Greece,10732882.0,212049.4472,0.2749501184,2018,0
550,Greece,10754679.0,199844.406,0.3335793562,2017,0
551,Greece,10820883.0,195683.527,0.2598704094,2015,0
552,Greece,10892413.0,235458.1331,0.301397937,2014,0
553,Greece,10965211.0,238907.6901,0.2546642777,2013,0
554,Greece,11045011.0,242029.3071,0.2097449879,2012,0
555,Greece,11104899.0,282995.942,0.2183758655,2011,0
556,Greece,11121341.0,297124.962,0.2242674625,2010,0
557,Greece,11107017.0,331308.5003,0.2252247255,2009,0
558,Greece,11077841.0,355908.6895,0.2403856977,2008,0
559,Greece,11048473.0,318902.8296,0.2724003443,2007,0
560,Greece,11020362.0,273546.7285,0.212064617,2006,0
561,Greece,10862132.0,136309.2952,0.2513509632,2001,0
562,Greece,10987314.0,247875.4222,0.224304354,2005,0
563,Greece,10955141.0,240963.5622,0.2415438156,2004,0
564,Greece,10902022.0,154564.2036,0.2406295441,2002,0
565,Greece,10775971.0,193148.1466,0.2595037462,2016,0
566,Greece,10805808.0,130457.7566,0.2387670869,2000,0
567,Guatemala,14781942.0,49593.96114,-0.48973543,2012,1
568,Guatemala,15043981.0,52996.5407,-0.4650159332,2013,1
569,Guatemala,15306316.0,57852.39996,-0.3493233881,2014,1
570,Guatemala,15567419.0,62186.18658,-0.3659256934,2015,1
571,Guatemala,16604026.0,77170.42117,-0.3223788475,2019,1
572,Guatemala,16087418.0,71654.13438,-0.3249777103,2017,1
573,Guatemala,16346950.0,73328.02454,-0.3615947777,2018,1
574,Guatemala,16858333.0,77625.48698,-0.3842955146,2020,1
575,Guatemala,15827690.0,66053.72505,-0.4104057027,2016,1
576,Guatemala,14521515.0,46876.11465,-0.5156192671,2011,1
577,Guatemala,14000190.0,37125.94356,-0.4665474382,2009,1
578,Guatemala,13739299.0,38503.86283,-0.3400796351,2008,1
579,Guatemala,14259687.0,40676.43203,-0.5395987659,2010,1
580,Guatemala,11871565.0,18405.20385,-0.4620057312,2001,1
581,Guatemala,12147518.0,20444.20599,-0.4358552021,2002,1
582,Guatemala,12415334.0,21576.3518,-0.3870051248,2003,1
583,Guatemala,11589761.0,19288.82716,-0.3434467735,2000,1
584,Guatemala,12948292.0,26783.54367,-0.4529408597,2005,1
585,Guatemala,13213330.0,29744.36811,-0.4425455908,2006,1
586,Guatemala,13477017.0,33567.86832,-0.3517857916,2007,1
587,Guatemala,12682108.0,23577.28623,-0.3535443933,2004,1
588,Honduras,9958829.0,25089.97695,-0.548188147,2019,1
589,Honduras,10121763.0,23827.84081,-0.5992570155,2020,1
590,Honduras,6656725.0,7186.650135,-0.8051759427,2000,1
591,Honduras,6837861.0,7651.174661,-0.9324269437,2001,1
592,Honduras,7019908.0,7858.235333,-1.036602945,2002,1
593,Honduras,7201881.0,8230.387552,-1.0422028375,2003,1
594,Honduras,7564613.0,9757.034457,-0.9617553467,2005,1
595,Honduras,7745200.0,10917.48169,-0.926290065,2006,1
596,Honduras,7924462.0,12361.25768,-0.71748341,2007,1
597,Honduras,8101777.0,13881.70103,-0.6797641422,2008,1
598,Honduras,7383407.0,8869.311411,-0.8991594169,2004,1
599,Honduras,8450933.0,15839.34459,-0.7700697326,2010,1
600,Honduras,8277302.0,14587.49623,-0.7468578807,2009,1
601,Honduras,9626842.0,23136.23223,-0.6084966074,2017,1
602,Honduras,9460798.0,21717.62207,-0.5838503929,2016,1
603,Honduras,9294505.0,20979.76779,-0.5942952279,2015,1
604,Honduras,9792850.0,24067.77895,-0.5240510114,2018,1
605,Honduras,8960657.0,18499.71013,-0.6393450443,2013,1
606,Honduras,8792367.0,18528.6019,-0.7327542235,2012,1
607,Honduras,8622504.0,17710.31501,-0.8078382113,2011,1
608,Honduras,9127846.0,19756.49443,-0.5429272882,2014,1
609,Hungary,9750149.0,157182.0453,1.4125583725,2020,0
610,Hungary,9771141.0,163988.5949,1.4140521861,2019,0
611,Hungary,9775564.0,160564.629,1.4277575496,2018,0
612,Hungary,9787966.0,143112.196,1.4217725971,2017,0
613,Hungary,9814023.0,128609.8228,1.428204257,2016,0
614,Hungary,9843028.0,125174.167,1.4004818984,2015,0
615,Hungary,9866468.0,141033.8433,1.3972734253,2014,0
616,Hungary,9893082.0,135684.3157,1.3773042292,2013,0
617,Hungary,9920362.0,128814.2793,1.3767892201,2012,0
618,Hungary,9971727.0,141942.2646,1.3911456111,2011,0
619,Hungary,10000023.0,132175.35,1.2923520506,2010,0
620,Hungary,10022650.0,131069.2556,1.3013996928,2009,0
621,Hungary,10187576.0,53749.98909,0.8013299103,2001,0
622,Hungary,10158608.0,67608.91914,0.8539542689,2002,0
623,Hungary,10129552.0,85285.06282,0.9340911078,2003,0
624,Hungary,10107146.0,104120.8203,1.0110441487,2004,0
625,Hungary,10210971.0,47218.40589,0.7106036373,2000,0
626,Hungary,10071370.0,115715.6186,1.1287019717,2006,0
627,Hungary,10055780.0,140186.7167,1.1794638179,2007,0
628,Hungary,10038188.0,158325.6146,1.2594751605,2008,0
629,Hungary,10087065.0,113211.1583,1.0144362742,2005,0
630,India,1154638713.0,820381.5955,0.203120229,2005,1
631,India,1098313039.0,514937.9489,0.0608468748,2002,1
632,India,1396387127.0,2667687.952,0.5613776815,2020,1
633,India,1383112050.0,2831552.223,0.5207108128,2019,1
634,India,1369003306.0,2702929.719,0.4785099447,2018,1
635,India,1354195680.0,2651472.946,0.4765745783,2017,1
636,India,1338636340.0,2294797.981,0.4095581091,2016,1
637,India,1322866505.0,2103587.814,0.4051464247,2015,1
638,India,1307246509.0,2039127.446,0.3542838703,2014,1
639,India,1291132063.0,1856722.121,0.3563549012,2013,1
640,India,1274487215.0,1827637.86,0.3406602668,2012,1
641,India,1257621191.0,1823049.928,0.2877849748,2011,1
642,India,1240613620.0,1675615.336,0.2801124919,2010,1
643,India,1223640160.0,1341886.603,0.3014106035,2009,1
644,India,1206734806.0,1198895.582,0.3089999101,2008,1
645,India,1189691809.0,1216735.442,0.2785084196,2007,1
646,India,1172373788.0,940259.8888,0.2220619307,2006,1
647,India,1136264583.0,709148.5148,0.1535388188,2004,1
648,India,1117415123.0,607699.2854,0.0901316775,2003,1
649,India,1078970907.0,485441.0145,0.0700008122,2001,1
650,India,1059633675.0,468394.9373,-0.016879664,2000,1
651,Indonesia,271857970.0,1058688.935,-0.0742926089,2020,1
652,Indonesia,269582878.0,1119099.868,-0.0613400683,2019,1
653,Indonesia,217112437.0,160446.9478,-0.4840449636,2001,1
654,Indonesia,220115092.0,195660.6112,-0.4855925729,2002,1
655,Indonesia,223080121.0,234772.4638,-0.4824629516,2003,1
656,Indonesia,225938595.0,256836.8753,-0.3770009528,2004,1
657,Indonesia,228805144.0,285868.6182,-0.3839859958,2005,1
658,Indonesia,231797427.0,364570.5143,-0.313466137,2006,1
659,Indonesia,234858289.0,432216.7378,-0.1722304538,2007,1
660,Indonesia,237936543.0,510228.635,-0.1599681245,2008,1
661,Indonesia,240981299.0,539580.0856,-0.2060280013,2009,1
662,Indonesia,214072421.0,165021.0121,-0.5512495454,2000,1
663,Indonesia,247099697.0,892969.1079,-0.3165209725,2011,1
664,Indonesia,250222695.0,917869.9101,-0.3319288469,2012,1
665,Indonesia,253275918.0,912524.1367,-0.2876798468,2013,1
666,Indonesia,256229761.0,890814.7552,-0.2141095748,2014,1
667,Indonesia,259091970.0,860854.2351,-0.2074267886,2015,1
668,Indonesia,261850182.0,931877.3642,-0.1677258647,2016,1
669,Indonesia,264498852.0,1015618.743,-0.1588381229,2017,1
670,Indonesia,267066843.0,1042271.531,-0.1290468209,2018,1
671,Indonesia,244016173.0,755094.1604,-0.2938099367,2010,1
672,Iraq,25425663.0,36176.43013,-1.2751517791,2001,0
673,Iraq,41563520.0,233636.0978,-0.5465513059,2019,0
674,Iraq,40590700.0,227367.469,-0.822608865,2018,0
675,Iraq,39621162.0,187217.6601,-0.9304771116,2017,0
676,Iraq,38697943.0,166602.4887,-0.8026126019,2016,0
677,Iraq,36746488.0,228415.6562,-1.3009260626,2014,0
678,Iraq,35481800.0,234637.6751,-1.2660958068,2013,0
679,Iraq,33864447.0,218002.4817,-1.5747241255,2012,0
680,Iraq,24628858.0,48364.25094,-2.6044995692,2000,0
681,Iraq,32378061.0,185749.6644,-1.7079969181,2011,0
682,Iraq,42556984.0,184369.7973,-0.6714420934,2020,0
683,Iraq,29218381.0,131614.4337,-1.668672832,2008,0
684,Iraq,28660887.0,88837.0552,-1.6896212692,2007,0
685,Iraq,28905607.0,65140.1472,-1.280616664,2006,0
686,Iraq,28698684.0,49954.89035,-0.9076647401,2005,0
687,Iraq,27858948.0,36627.90176,-0.9527599597,2004,0
688,Iraq,27068823.0,21921.56948,-0.2724400949,2003,0
689,Iraq,26255343.0,32928.45467,-1.3343131809,2002,0
690,Iraq,31264875.0,138516.7226,-1.6450876889,2010,0
691,Iraq,30289040.0,111657.5817,-1.6818416866,2009,0
692,Iraq,37757813.0,166774.1097,-0.5708900735,2015,0
693,Ireland,4934340.0,399321.7016,1.2674709258,2019,0
694,Ireland,4985382.0,425852.2819,1.3087241203,2020,0
695,Ireland,3805174.0,100207.6104,1.4426326335,2000,0
696,Ireland,3866243.0,109346.6692,1.5350507909,2001,0
697,Ireland,3931947.0,128596.0353,1.6295604674,2002,0
698,Ireland,3996521.0,164670.7713,1.6597031184,2003,0
699,Ireland,4159914.0,211876.9897,1.646685351,2005,0
700,Ireland,4273591.0,232180.6172,1.4755816832,2006,0
701,Ireland,4398942.0,270079.2794,1.4004131191,2007,0
702,Ireland,4489544.0,275447.4715,1.3256713187,2008,0
703,Ireland,4070262.0,194372.115,1.6330564364,2004,0
704,Ireland,4560155.0,221913.5609,1.3586658541,2010,0
705,Ireland,4535375.0,236443.1159,1.3641100344,2009,0
706,Ireland,4807388.0,336377.5002,1.3895141823,2017,0
707,Ireland,4755335.0,299091.1275,1.3545167545,2016,0
708,Ireland,4701957.0,291775.1665,1.3326790361,2015,0
709,Ireland,4867316.0,385736.6808,1.2728587674,2018,0
710,Ireland,4623816.0,238340.8599,1.3721581789,2013,0
711,Ireland,4599533.0,225628.6997,1.4048829022,2012,0
712,Ireland,4580084.0,239003.1322,1.3026651151,2011,0
713,Ireland,4657740.0,259170.9036,1.3154952498,2014,0
714,Israel,7765800.0,266791.8544,1.2539973959,2011,0
715,Israel,9054000.0,402470.5136,1.1555446792,2019,0
716,Israel,8882800.0,376691.5266,1.1848607614,2018,0
717,Israel,8713300.0,358245.4275,1.2336779385,2017,0
718,Israel,8546000.0,322102.7904,1.2297627626,2016,0
719,Israel,8380100.0,303414.2768,1.2592947839,2015,0
720,Israel,8215700.0,314330.062,1.2417542747,2014,0
721,Israel,8059500.0,297732.7785,1.2180903225,2013,0
722,Israel,7910500.0,262282.3441,1.2585720958,2012,0
723,Israel,7623600.0,238364.0923,1.2399438591,2010,0
724,Israel,9215100.0,413267.6692,1.1537235486,2020,0
725,Israel,7308800.0,220531.0652,1.2499399123,2008,0
726,Israel,6289000.0,136035.7717,1.1798857633,2000,0
727,Israel,6439000.0,134635.8221,1.191224124,2001,0
728,Israel,6570000.0,125060.6229,1.2733935952,2002,0
729,Israel,6689700.0,131299.9159,1.2131443758,2003,0
730,Israel,7485600.0,211970.0409,1.17686159,2009,0
731,Israel,6930100.0,147083.996,1.1609111252,2005,0
732,Israel,7053700.0,158670.4569,1.104544992,2006,0
733,Israel,7180100.0,184052.1217,1.2103810467,2007,0
734,Israel,6809000.0,139973.1484,1.2388743907,2004,0
735,Italy,59539717.0,2086957.657,1.3085361639,2012,0
736,Italy,59438851.0,1896755.302,1.3065323342,2020,0
737,Italy,59729081.0,2011302.199,1.3254505623,2019,0
738,Italy,60421760.0,2091932.426,1.3041278748,2018,0
739,Italy,60536709.0,1961796.197,1.3040387288,2017,0
740,Italy,60627498.0,1877071.688,1.2938929525,2016,0
741,Italy,60730582.0,1836637.711,1.3008882068,2015,0
742,Italy,60789140.0,2162009.616,1.2993502037,2014,0
743,Italy,60233948.0,2141924.094,1.3108973149,2013,0
744,Italy,59379449.0,2294994.297,1.3287745432,2011,0
745,Italy,59277417.0,2136099.955,1.2664422566,2010,0
746,Italy,59095365.0,2199928.804,1.3013251752,2009,0
747,Italy,56974100.0,1168023.426,1.259498115,2001,0
748,Italy,57059007.0,1276769.338,1.248187252,2002,0
749,Italy,57313203.0,1577621.707,1.2181943725,2003,0
750,Italy,57685327.0,1806542.969,1.2447680779,2004,0
751,Italy,56942108.0,1146676.894,1.1914191015,2000,0
752,Italy,58143979.0,1949551.719,1.2472797917,2006,0
753,Italy,58438310.0,2213102.483,1.2518841376,2007,0
754,Italy,58826731.0,2408655.349,1.260544419,2008,0
755,Italy,57969484.0,1858217.147,1.2299918706,2005,0
756,Japan,128063000.0,5106679.115,2.1103416253,2008,0
757,Japan,128001000.0,4579750.92,2.065159961,2007,0
758,Japan,127854000.0,4601663.123,2.1318003271,2006,0
759,Japan,127445000.0,4182846.046,1.9378394685,2002,0
760,Japan,127761000.0,4893116.006,2.1508919196,2004,0
761,Japan,127718000.0,4519561.645,1.9961258922,2003,0
762,Japan,128047000.0,5289493.118,2.1154556523,2009,0
763,Japan,127773000.0,4831467.035,2.1275313689,2005,0
764,Japan,128070000.0,5759071.769,2.1204070948,2010,0
765,Japan,127141000.0,4444930.652,2.1495399625,2015,0
766,Japan,127629000.0,6272362.996,2.2606917403,2012,0
767,Japan,127445000.0,5212328.181,2.2209120559,2013,0
768,Japan,127276000.0,4896994.405,2.1221162938,2014,0
769,Japan,127076000.0,5003677.628,2.1928621568,2016,0
770,Japan,126972000.0,4930837.369,2.1823818038,2017,0
771,Japan,126811000.0,5037835.383,2.2073382308,2018,0
772,Japan,126633000.0,5123318.152,2.2039856728,2019,0
773,Japan,127149000.0,4374711.694,1.9170520284,2001,0
774,Japan,127833000.0,6233147.172,2.2312909214,2011,0
775,Japan,126843000.0,4968359.076,1.8054460996,2000,0
776,Japan,126261000.0,5040107.754,2.1908829483,2020,0
777,Jordan,10698683.0,44993.99237,-0.0243993888,2019,0
778,Jordan,10928721.0,44182.29829,-0.0785237083,2020,0
779,Jordan,5056174.0,8460.789845,0.3466515849,2000,0
780,Jordan,5163310.0,8975.599436,0.2729369264,2001,0
781,Jordan,5275532.0,9582.510578,0.1761310251,2002,0
782,Jordan,5396117.0,10195.62764,0.0170951473,2003,0
783,Jordan,5678534.0,12588.99859,-0.2285381559,2005,0
784,Jordan,6075548.0,15056.98166,-0.1397799191,2006,0
785,Jordan,6473457.0,17110.43724,-0.1197955436,2007,0
786,Jordan,6632873.0,22657.66239,-0.0436629023,2008,0
787,Jordan,5532423.0,11411.70663,-0.0703139414,2004,0
788,Jordan,6931258.0,27133.80424,0.0040156593,2010,0
789,Jordan,6780493.0,24537.87612,-0.0625280613,2009,0
790,Jordan,10215381.0,41608.43592,-0.046245888,2017,0
791,Jordan,9964656.0,39892.55115,-0.0398904919,2016,0
792,Jordan,9494246.0,38587.01794,0.0338631304,2015,0
793,Jordan,10459865.0,43370.86055,-0.0367354315,2018,0
794,Jordan,7694814.0,34454.44018,0.0524627455,2013,0
795,Jordan,7211863.0,31634.56167,-0.0013850412,2012,0
796,Jordan,7109980.0,29524.14916,-0.0079286981,2011,0
797,Jordan,8658026.0,36847.64359,0.0901603603,2014,0
798,Kazakhstan,16792090.0,207998.5689,-0.1516058395,2012,0
